Año,Trimestre,Provincia,Accesos por cada 100 hogares
2020,3,Jujuy,54.0444192382091
2020,3,La Pampa,79.2644770667028
2020,3,La Rioja,50.1181132363027
2020,3,Mendoza,37.3486331372327
2020,3,Misiones,41.6044862854486
2020,3,Neuquen,65.2441702553022
2020,3,Rio Negro,57.052405915845
2020,3,Salta,52.315712128488
2020,3,San Juan,38.7899552541285
2020,3,San Luis,79.9617220941719
2020,3,Santa Cruz,35.9515289078445
2020,3,Santa Fe,72.1206024734824
2020,3,Santiago Del Estero,43.3759313169191
2020,3,Tierra Del Fuego,76.809095839467
2020,3,Tucuman,53.2281495112899
2020,4,Buenos Aires,68.9770222017074
2020,4,Capital Federal,108.311074890435
2020,4,Catamarca,49.4068835454974
2020,4,Chaco,43.0307886497791
2020,4,Chubut,68.3518991582562
2020,4,Cordoba,78.0796087633819
2020,4,Corrientes,42.428283946949
2020,4,Entre Rios,59.4743067609738
2020,4,Formosa,32.4873819075967
2020,4,Jujuy,53.4565912339089
2020,4,La Pampa,81.7679324894515
2020,4,La Rioja,50.1106121170115
2020,4,Mendoza,38.6295789622782
2020,4,Misiones,42.6441141611923
2020,4,Neuquen,67.0023452204809
2020,4,Rio Negro,61.0886154804548
2020,4,Salta,54.0427520014766
2020,4,San Juan,36.3208821557581
2020,4,San Luis,81.679478061057
2020,4,Santa Cruz,36.999572459088
2020,4,Santa Fe,73.5807380726778
2020,4,Santiago Del Estero,43.7492566206899
2020,4,Tierra Del Fuego,76.265834969774
2020,4,Tucuman,54.7834044136996
2021,1,Buenos Aires,69.1052407618594
2021,1,Capital Federal,108.419939223293
2021,1,Catamarca,48.8990929278482
2021,1,Chaco,43.1364924170879
2021,1,Chubut,68.9942808881567
2021,1,Cordoba,78.5902806238002
2021,1,Corrientes,42.6641284388214
2021,1,Entre Rios,60.4394497283423
2021,1,Formosa,32.7329557563272
2021,1,Jujuy,55.6324478962054
2021,1,La Pampa,81.7767634575221
2021,1,La Rioja,49.8069351907935
2021,1,Mendoza,39.1536615289964
2021,1,Misiones,43.1724389059718
2021,1,Neuquen,66.8420894204527
2021,1,Rio Negro,60.8792403032577
2021,1,Salta,53.9300192633909
2021,1,San Juan,39.0551943353576
2021,1,San Luis,81.2373017712751
2021,1,Santa Cruz,41.6478310399074
2021,1,Santa Fe,73.9165640702618
2021,1,Santiago Del Estero,45.6730828236546
2021,1,Tierra Del Fuego,77.3493560917737
2021,1,Tucuman,54.8189225412539
2021,2,Buenos Aires,70.0033033602797
2021,2,Capital Federal,110.144402032121
2021,2,Catamarca,52.3403096626386
2021,2,Chaco,43.3276272929354
2021,2,Chubut,72.2941048193647
2021,2,Cordoba,80.1151879593124
2021,2,Corrientes,43.5411637336848
2021,2,Entre Rios,61.6602644647879
2021,2,Formosa,33.2254841932261
2021,2,Jujuy,56.1821570114677
2021,2,La Pampa,82.080006723254
2021,2,La Rioja,76.9786615851933
2021,2,Mendoza,40.9732418261709
2021,2,Misiones,45.0128113119994
2021,2,Neuquen,69.1402108463862
2021,2,Rio Negro,61.9420405741775
2021,2,Salta,54.9300901747889
2021,2,San Juan,39.2840257006206
2021,2,San Luis,83.4781072006307
2021,2,Santa Cruz,44.0149166554342
2021,2,Santa Fe,75.0687862629301
2021,2,Santiago Del Estero,46.5572753649211
2021,2,Tierra Del Fuego,67.8858077522918
2021,2,Tucuman,54.928196510348
2021,3,Buenos Aires,71.6821894010193
2021,3,Capital Federal,111.271055142509
2021,3,Catamarca,52.7097934860013
2021,3,Chaco,42.9624100796766
2021,3,Chubut,80.7097384765756
2021,3,Cordoba,81.2845665540848
2021,3,Corrientes,44.9008831266441
