Año,Trimestre,Provincia,Mbps (Media de bajada)
2021,2,Tierra Del Fuego,8.59192142648348
2021,2,Tucuman,40.3099203285136
2021,3,Buenos Aires,56.2575509246959
2021,3,Capital Federal,77.7120710690731
2021,3,Catamarca,43.4333359976317
2021,3,Chaco,39.1131358092076
2021,3,Chubut,8.1768603631366
2021,3,Cordoba,41.927787245662
2021,3,Corrientes,32.1689008278583
2021,3,Entre Rios,29.6012318794928
2021,3,Formosa,26.6894267849467
2021,3,Jujuy,25.9807025202975
2021,3,La Pampa,12.9916150724036
2021,3,La Rioja,38.8679518544504
2021,3,Mendoza,13.3651561731845
2021,3,Misiones,30.878718314265
2021,3,Neuquen,38.3422231542874
2021,3,Rio Negro,25.4000651971487
2021,3,Salta,31.2096818570388
2021,3,San Juan,7.04130082039497
2021,3,San Luis,21.6987070711638
2021,3,Santa Cruz,7.69232694181298
2021,3,Santa Fe,33.1322962473813
2021,3,Santiago Del Estero,13.3527235335196
2021,3,Tierra Del Fuego,9.52
2021,3,Tucuman,42.1011853057148
2021,4,Buenos Aires,60.2091238315554
2021,4,Capital Federal,82.9499549654225
2021,4,Catamarca,46.3800577589391
2021,4,Chaco,42.3426375146886
2021,4,Chubut,9.08266063855547
2021,4,Cordoba,46.3609074579921
2021,4,Corrientes,35.772659194287
2021,4,Entre Rios,33.3171258416746
2021,4,Formosa,28.7576489476942
2021,4,Jujuy,27.1443430384171
2021,4,La Pampa,13.8538828428544
2021,4,La Rioja,39.69594513668
2021,4,Mendoza,22.2315834010052
2021,4,Misiones,38.9033492509076
2021,4,Neuquen,40.0925301111676
2021,4,Rio Negro,27.2031704548921
2021,4,Salta,33.9406397449852
2021,4,San Juan,11.0527493081578
2021,4,San Luis,20.9097244480146
2021,4,Santa Cruz,8.99065098447755
2021,4,Santa Fe,36.0240238372751
2021,4,Santiago Del Estero,13.8408868495151
2021,4,Tierra Del Fuego,10.6967049440505
2021,4,Tucuman,45.1481224333995
2022,1,Buenos Aires,62.51
2022,1,Capital Federal,88.22
2022,1,Catamarca,51.22
2022,1,Chaco,45.84
2022,1,Chubut,13.4
2022,1,Cordoba,49.89
2022,1,Corrientes,38.11
2022,1,Entre Rios,35.59
2022,1,Formosa,30.28
2022,1,Jujuy,27.69
2022,1,La Pampa,14.84
2022,1,La Rioja,41.37
2022,1,Mendoza,26.2
2022,1,Misiones,41.87
2022,1,Neuquen,43.05
2022,1,Rio Negro,31.09
2022,1,Salta,36.71
2022,1,San Juan,11.99
2022,1,San Luis,20.95
2022,1,Santa Cruz,10.89
2022,1,Santa Fe,38.89
2022,1,Santiago Del Estero,14.5
2022,1,Tierra Del Fuego,10.73
2022,1,Tucuman,47.24
2022,2,Buenos Aires,65.5
2022,2,Capital Federal,93.97
2022,2,Catamarca,56.56
2022,2,Chaco,50.61
2022,2,Chubut,14.91
2022,2,Cordoba,53.51
2022,2,Corrientes,43.31
2022,2,Entre Rios,40.03
2022,2,Formosa,28.47
2022,2,Jujuy,29.39
2022,2,La Pampa,16.07
2022,2,La Rioja,43.28
2022,2,Mendoza,29.72
2022,2,Misiones,46.23
2022,2,Neuquen,46.53
2022,2,Rio Negro,33.26
2022,2,Salta,38.77
2022,2,San Juan,14.44
2022,2,San Luis,19.32
2022,2,Santa Cruz,11.81
2022,2,Santa Fe,42.01
2022,2,Santiago Del Estero,16.34
2022,2,Tierra Del Fuego,10.97
2022,2,Tucuman,50.09
2022,3,Buenos Aires,70.19
2022,3,Capital Federal,101.05
2022,3,Catamarca,60.99
2022,3,Chaco,53.21
2022,3,Chubut,15.57
2022,3,Cordoba,56.32
2022,3,Corrientes,45.07
2022,3,Entre Rios,42.49
2022,3,Formosa,30.35
2022,3,Jujuy,32.43
2022,3,La Pampa,18.1
2022,3,La Rioja,44.3
2022,3,Mendoza,34.16
2022,3,Misiones,49.3
2022,3,Neuquen,47.81
2022,3,Rio Negro,34.13
2022,3,Salta,41.33
2022,3,San Juan,15.84
2022,3,San Luis,19.33
2022,3,Santa Cruz,12.6
2022,3,Santa Fe,45.15
2022,3,Santiago Del Estero,17.69
2022,3,Tierra Del Fuego,11.01
2022,3,Tucuman,53.36
2022,4,Buenos Aires,111.0
2022,4,Capital Federal,182.86
2022,4,Catamarca,83.33
2022,4,Chaco,104.02
2022,4,Chubut,15.92
2022,4,Cordoba,108.77
2022,4,Corrientes,94.72
2022,4,Entre Rios,87.47
2022,4,Formosa,72.03
2022,4,Jujuy,39.32
2022,4,La Pampa,19.1
2022,4,La Rioja,61.0
2022,4,Mendoza,38.76
2022,4,Misiones,91.24
2022,4,Neuquen,95.37
2022,4,Rio Negro,75.31
2022,4,Salta,75.93
2022,4,San Juan,16.39
2022,4,San Luis,30.67
2022,4,Santa Cruz,14.33
2022,4,Santa Fe,90.3
2022,4,Santiago Del Estero,34.4
2022,4,Tierra Del Fuego,13.48
2022,4,Tucuman,88.33
2023,1,Buenos Aires,116.18
2023,1,Capital Federal,188.65
2023,1,Catamarca,87.41
2023,1,Chaco,104.33
2023,1,Chubut,18.36
2023,1,Cordoba,109.57
2023,1,Corrientes,94.8
2023,1,Entre Rios,86.71
2023,1,Formosa,73.96
2023,1,Jujuy,42.75
2023,1,La Pampa,20.09
2023,1,La Rioja,63.13
2023,1,Mendoza,41.45
2023,1,Misiones,89.81
2023,1,Neuquen,93.42
2023,1,Rio Negro,74.4
2023,1,Salta,76.85
2023,1,San Juan,18.7
2023,1,San Luis,55.85
2023,1,Santa Cruz,14.98
2023,1,Santa Fe,92.22
2023,1,Santiago Del Estero,36.27
2023,1,Tierra Del Fuego,14.58
2023,1,Tucuman,95.79
2023,2,Buenos Aires,138.35
2023,2,Capital Federal,208.01
2023,2,Catamarca,86.13
2023,2,Chaco,105.45
2023,2,Chubut,18.58
2023,2,Cordoba,111.82
2023,2,Corrientes,97.21
2023,2,Entre Rios,89.37
2023,2,Formosa,77.32
2023,2,Jujuy,43.56
2023,2,La Pampa,22.78
2023,2,La Rioja,63.55
2023,2,Mendoza,42.69
2023,2,Misiones,90.55
2023,2,Neuquen,93.97
2023,2,Rio Negro,70.76
2023,2,Salta,79.1
2023,2,San Juan,20.39
2023,2,San Luis,103.84
2023,2,Santa Cruz,15.48
2023,2,Santa Fe,94.87
2023,2,Santiago Del Estero,37.62
2023,2,Tierra Del Fuego,16.92
2023,2,Tucuman,96.69
2023,3,Buenos Aires,146.84
2023,3,Capital Federal,218.13
2023,3,Catamarca,87.9
2023,3,Chaco,107.5
2023,3,Chubut,19.26
2023,3,Cordoba,111.5
2023,3,Corrientes,99.64
2023,3,Entre Rios,96.26
2023,3,Formosa,80.29
2023,3,Jujuy,44.55
2023,3,La Pampa,24.21
2023,3,La Rioja,63.84
2023,3,Mendoza,46.96
2023,3,Misiones,91.49
2023,3,Neuquen,96.57
2023,3,Rio Negro,70.93
2023,3,Salta,80.8
2023,3,San Juan,24.45
2023,3,San Luis,104.97
2023,3,Santa Cruz,15.67
2023,3,Santa Fe,97.39
2023,3,Santiago Del Estero,41.46
2023,3,Tierra Del Fuego,17.17
2023,3,Tucuman,98.85
2023,4,Buenos Aires,158.49
2023,4,Capital Federal,234.44
2023,4,Catamarca,89.4
2023,4,Chaco,107.14
2023,4,Chubut,20.29
2023,4,Cordoba,114.03
2023,4,Corrientes,100.9
2023,4,Entre Rios,101.18
2023,4,Formosa,83.35
2023,4,Jujuy,46.2
2023,4,La Pampa,25.61
2023,4,La Rioja,64.18
2023,4,Mendoza,49.46
2023,4,Misiones,93.65
2023,4,Neuquen,99.63
2023,4,Rio Negro,74.37
2023,4,Salta,83.04
2023,4,San Juan,24.78
2023,4,San Luis,174.59
2023,4,Santa Cruz,36.77
2023,4,Santa Fe,99.81
2023,4,Santiago Del Estero,44.22
2023,4,Tierra Del Fuego,17.92
2023,4,Tucuman,101.55
2024,1,Buenos Aires,159.13
2024,1,Capital Federal,229.94
2024,1,Catamarca,91.45
2024,1,Chaco,107.51
2024,1,Chubut,20.5
2024,1,Cordoba,114.89
2024,1,Corrientes,102.49
2024,1,Entre Rios,101.36
2024,1,Formosa,83.8
2024,1,Jujuy,47.52
2024,1,La Pampa,26.55
2024,1,La Rioja,63.71
2024,1,Mendoza,51.85
2024,1,Misiones,94.98
2024,1,Neuquen,98.16
2024,1,Rio Negro,75.0
2024,1,Salta,84.34
2024,1,San Juan,30.58
2024,1,San Luis,179.49
2024,1,Santa Cruz,31.6
2024,1,Santa Fe,100.2
2024,1,Santiago Del Estero,44.9
2024,1,Tierra Del Fuego,21.54
2024,1,Tucuman,103.36
2024,2,Buenos Aires,157.41
2024,2,Capital Federal,233.01
2024,2,Catamarca,97.38
2024,2,Chaco,107.76
2024,2,Chubut,21.67
2024,2,Cordoba,117.39
2024,2,Corrientes,104.26
2024,2,Entre Rios,100.98
2024,2,Formosa,82.66
2024,2,Jujuy,49.87
2024,2,La Pampa,28.73
2024,2,La Rioja,64.24
2024,2,Mendoza,55.32
2024,2,Misiones,96.15
2024,2,Neuquen,97.04
2024,2,Rio Negro,75.05
2024,2,Salta,87.03
2024,2,San Juan,32.17
2024,2,San Luis,181.61
2024,2,Santa Cruz,29.89
2024,2,Santa Fe,102.51
2024,2,Santiago Del Estero,48.95
2024,2,Tierra Del Fuego,22.09
2024,2,Tucuman,108.93
